County of Residence,County of Residence Code,Mother's Single Race 6,Mother's Single Race 6 Code,Age of Mother 9,Age of Mother 9 Code,Mother's Education,Mother's Education Code,Mother's Nativity,Mother's Nativity Code,Births,Average Number of Prenatal Visits
"Delaware County, PA",42045,Black or African American,2054-5,30-34 years,30-34,High school graduate or GED completed,3,Unknown or Not Stated,3,20,8.84
"Delaware County, PA",42045,Black or African American,2054-5,30-34 years,30-34,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,100,9.94
"Delaware County, PA",42045,Black or African American,2054-5,30-34 years,30-34,"Some college credit, but not a degree",4,Born outside the U.S. (includes possessions),2,35,10.12
"Delaware County, PA",42045,Black or African American,2054-5,30-34 years,30-34,"Associate degree (AA, AS)",5,Born in the U.S. (50 US States),1,50,10.67
"Delaware County, PA",42045,Black or African American,2054-5,30-34 years,30-34,"Associate degree (AA, AS)",5,Born outside the U.S. (includes possessions),2,15,9.47
"Delaware County, PA",42045,Black or African American,2054-5,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,Born in the U.S. (50 US States),1,60,11.24
"Delaware County, PA",42045,Black or African American,2054-5,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,Born outside the U.S. (includes possessions),2,34,9.52
"Delaware County, PA",42045,Black or African American,2054-5,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Born in the U.S. (50 US States),1,34,12.55
"Delaware County, PA",42045,Black or African American,2054-5,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Born outside the U.S. (includes possessions),2,16,9.93
"Delaware County, PA",42045,Black or African American,2054-5,35-39 years,35-39,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,37,9
"Delaware County, PA",42045,Black or African American,2054-5,35-39 years,35-39,High school graduate or GED completed,3,Born outside the U.S. (includes possessions),2,25,9.48
"Delaware County, PA",42045,Black or African American,2054-5,35-39 years,35-39,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,51,9.8
"Delaware County, PA",42045,Black or African American,2054-5,35-39 years,35-39,"Some college credit, but not a degree",4,Born outside the U.S. (includes possessions),2,19,9.67
"Delaware County, PA",42045,Black or African American,2054-5,35-39 years,35-39,"Associate degree (AA, AS)",5,Born in the U.S. (50 US States),1,22,14.27
"Delaware County, PA",42045,Black or African American,2054-5,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,Born in the U.S. (50 US States),1,27,10.15
"Delaware County, PA",42045,Black or African American,2054-5,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,Born outside the U.S. (includes possessions),2,29,9.07
"Delaware County, PA",42045,Black or African American,2054-5,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Born in the U.S. (50 US States),1,29,10.21
"Delaware County, PA",42045,Black or African American,2054-5,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Born outside the U.S. (includes possessions),2,14,9.77
"Delaware County, PA",42045,Black or African American,2054-5,40-44 years,40-44,"Bachelor's degree (BA, AB, BS)",6,Born in the U.S. (50 US States),1,10,9.1
"Delaware County, PA",42045,Black or African American,2054-5,40-44 years,40-44,"Bachelor's degree (BA, AB, BS)",6,Born outside the U.S. (includes possessions),2,11,8.91
"Delaware County, PA",42045,White,2106-3,15-19 years,15-19,9th through 12th grade with no diploma,2,Born in the U.S. (50 US States),1,12,7.5
"Delaware County, PA",42045,White,2106-3,15-19 years,15-19,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,11,8.7
"Delaware County, PA",42045,White,2106-3,20-24 years,20-24,9th through 12th grade with no diploma,2,Born in the U.S. (50 US States),1,19,8.84
"Delaware County, PA",42045,White,2106-3,20-24 years,20-24,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,72,10.25
"Delaware County, PA",42045,White,2106-3,20-24 years,20-24,High school graduate or GED completed,3,Born outside the U.S. (includes possessions),2,15,7.6
"Delaware County, PA",42045,White,2106-3,20-24 years,20-24,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,57,10.6
"Delaware County, PA",42045,White,2106-3,20-24 years,20-24,"Associate degree (AA, AS)",5,Born in the U.S. (50 US States),1,12,11.91
"Delaware County, PA",42045,White,2106-3,20-24 years,20-24,"Bachelor's degree (BA, AB, BS)",6,Born in the U.S. (50 US States),1,14,10
"Delaware County, PA",42045,White,2106-3,25-29 years,25-29,9th through 12th grade with no diploma,2,Born in the U.S. (50 US States),1,20,7.85
"Delaware County, PA",42045,White,2106-3,25-29 years,25-29,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,134,10.11
"Delaware County, PA",42045,White,2106-3,25-29 years,25-29,High school graduate or GED completed,3,Born outside the U.S. (includes possessions),2,15,9.08
"Delaware County, PA",42045,White,2106-3,25-29 years,25-29,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,114,10.62
"Delaware County, PA",42045,White,2106-3,25-29 years,25-29,"Some college credit, but not a degree",4,Born outside the U.S. (includes possessions),2,14,11.46
"Delaware County, PA",42045,White,2106-3,25-29 years,25-29,"Associate degree (AA, AS)",5,Born in the U.S. (50 US States),1,60,11.03
"Delaware County, PA",42045,White,2106-3,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,Born in the U.S. (50 US States),1,225,11.54
"Delaware County, PA",42045,White,2106-3,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,Born outside the U.S. (includes possessions),2,22,10.95
"Delaware County, PA",42045,White,2106-3,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Born in the U.S. (50 US States),1,74,11.3
"Delaware County, PA",42045,White,2106-3,25-29 years,25-29,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Born in the U.S. (50 US States),1,20,10.65
"Delaware County, PA",42045,White,2106-3,30-34 years,30-34,8th grade or less,1,Born outside the U.S. (includes possessions),2,13,9.92
"Delaware County, PA",42045,White,2106-3,30-34 years,30-34,9th through 12th grade with no diploma,2,Born in the U.S. (50 US States),1,14,7.31
"Delaware County, PA",42045,White,2106-3,30-34 years,30-34,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,125,9.71
"Delaware County, PA",42045,White,2106-3,30-34 years,30-34,High school graduate or GED completed,3,Born outside the U.S. (includes possessions),2,15,9.8
"Delaware County, PA",42045,White,2106-3,30-34 years,30-34,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,152,10.46
"Delaware County, PA",42045,White,2106-3,30-34 years,30-34,"Some college credit, but not a degree",4,Born outside the U.S. (includes possessions),2,11,11.8
"Delaware County, PA",42045,White,2106-3,30-34 years,30-34,"Associate degree (AA, AS)",5,Born in the U.S. (50 US States),1,112,10.88
"Delaware County, PA",42045,White,2106-3,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,Born in the U.S. (50 US States),1,633,11.43
"Delaware County, PA",42045,White,2106-3,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,Born outside the U.S. (includes possessions),2,30,10.23
"Delaware County, PA",42045,White,2106-3,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Born in the U.S. (50 US States),1,413,11.52
"Delaware County, PA",42045,White,2106-3,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Born outside the U.S. (includes possessions),2,27,11.92
"Delaware County, PA",42045,White,2106-3,30-34 years,30-34,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Born in the U.S. (50 US States),1,117,11.3
"Delaware County, PA",42045,White,2106-3,35-39 years,35-39,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,53,7.73
"Delaware County, PA",42045,White,2106-3,35-39 years,35-39,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,73,10.31
"Delaware County, PA",42045,White,2106-3,35-39 years,35-39,"Associate degree (AA, AS)",5,Born in the U.S. (50 US States),1,36,10.08
"Delaware County, PA",42045,White,2106-3,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,Born in the U.S. (50 US States),1,342,11.02
"Delaware County, PA",42045,White,2106-3,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,Born outside the U.S. (includes possessions),2,20,10.25
"Delaware County, PA",42045,White,2106-3,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Born in the U.S. (50 US States),1,275,11.49
"Delaware County, PA",42045,White,2106-3,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Born outside the U.S. (includes possessions),2,15,9.47
"Delaware County, PA",42045,White,2106-3,35-39 years,35-39,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Born in the U.S. (50 US States),1,93,10.82
"Delaware County, PA",42045,White,2106-3,35-39 years,35-39,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Born outside the U.S. (includes possessions),2,15,10.13
"Delaware County, PA",42045,White,2106-3,40-44 years,40-44,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,12,11.17
"Delaware County, PA",42045,White,2106-3,40-44 years,40-44,"Bachelor's degree (BA, AB, BS)",6,Born in the U.S. (50 US States),1,39,11.08
"Delaware County, PA",42045,White,2106-3,40-44 years,40-44,"Bachelor's degree (BA, AB, BS)",6,Born outside the U.S. (includes possessions),2,10,10.6
"Delaware County, PA",42045,White,2106-3,40-44 years,40-44,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Born in the U.S. (50 US States),1,29,11.07
"Delaware County, PA",42045,White,2106-3,40-44 years,40-44,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Born in the U.S. (50 US States),1,19,11.42
"Delaware County, PA",42045,More than one race,M,20-24 years,20-24,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,12,7.75
"Delaware County, PA",42045,More than one race,M,20-24 years,20-24,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,13,11.17
"Delaware County, PA",42045,More than one race,M,25-29 years,25-29,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,14,8.93
"Delaware County, PA",42045,More than one race,M,25-29 years,25-29,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,18,9.06
"Erie County, PA",42049,Asian,A,25-29 years,25-29,High school graduate or GED completed,3,Born outside the U.S. (includes possessions),2,11,11.45
"Erie County, PA",42049,Asian,A,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Born outside the U.S. (includes possessions),2,12,11.33
"Erie County, PA",42049,Black or African American,2054-5,15-19 years,15-19,9th through 12th grade with no diploma,2,Born in the U.S. (50 US States),1,16,9.81
"Erie County, PA",42049,Black or African American,2054-5,15-19 years,15-19,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,15,11.87
"Erie County, PA",42049,Black or African American,2054-5,20-24 years,20-24,9th through 12th grade with no diploma,2,Born in the U.S. (50 US States),1,21,8.71
"Erie County, PA",42049,Black or African American,2054-5,20-24 years,20-24,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,74,10.76
"Erie County, PA",42049,Black or African American,2054-5,20-24 years,20-24,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,32,10.91
"Erie County, PA",42049,Black or African American,2054-5,25-29 years,25-29,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,38,9.97
"Erie County, PA",42049,Black or African American,2054-5,25-29 years,25-29,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,26,10.76
"Erie County, PA",42049,Black or African American,2054-5,30-34 years,30-34,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,20,10.15
"Erie County, PA",42049,Black or African American,2054-5,30-34 years,30-34,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,16,11.12
"Erie County, PA",42049,White,2106-3,15-19 years,15-19,9th through 12th grade with no diploma,2,Born in the U.S. (50 US States),1,48,9.9
"Erie County, PA",42049,White,2106-3,15-19 years,15-19,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,26,11.23
"Erie County, PA",42049,White,2106-3,20-24 years,20-24,9th through 12th grade with no diploma,2,Born in the U.S. (50 US States),1,57,9.96
"Erie County, PA",42049,White,2106-3,20-24 years,20-24,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,174,11.08
"Erie County, PA",42049,White,2106-3,20-24 years,20-24,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,65,11.18
"Erie County, PA",42049,White,2106-3,20-24 years,20-24,"Associate degree (AA, AS)",5,Born in the U.S. (50 US States),1,30,11.9
"Erie County, PA",42049,White,2106-3,20-24 years,20-24,"Bachelor's degree (BA, AB, BS)",6,Born in the U.S. (50 US States),1,35,11.66
"Erie County, PA",42049,White,2106-3,25-29 years,25-29,9th through 12th grade with no diploma,2,Born in the U.S. (50 US States),1,23,9.13
"Erie County, PA",42049,White,2106-3,25-29 years,25-29,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,194,11.01
"Erie County, PA",42049,White,2106-3,25-29 years,25-29,High school graduate or GED completed,3,Born outside the U.S. (includes possessions),2,11,11
"Erie County, PA",42049,White,2106-3,25-29 years,25-29,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,99,11.31
"Erie County, PA",42049,White,2106-3,25-29 years,25-29,"Associate degree (AA, AS)",5,Born in the U.S. (50 US States),1,65,11.49
"Erie County, PA",42049,White,2106-3,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,Born in the U.S. (50 US States),1,107,11.77
"Erie County, PA",42049,White,2106-3,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Born in the U.S. (50 US States),1,56,11.34
"Erie County, PA",42049,White,2106-3,30-34 years,30-34,9th through 12th grade with no diploma,2,Born in the U.S. (50 US States),1,13,7.62
"Erie County, PA",42049,White,2106-3,30-34 years,30-34,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,114,10.63
"Erie County, PA",42049,White,2106-3,30-34 years,30-34,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,85,11.13
"Erie County, PA",42049,White,2106-3,30-34 years,30-34,"Associate degree (AA, AS)",5,Born in the U.S. (50 US States),1,80,12.46
"Erie County, PA",42049,White,2106-3,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,Born in the U.S. (50 US States),1,165,11.83
"Erie County, PA",42049,White,2106-3,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,Born outside the U.S. (includes possessions),2,13,10.38
"Erie County, PA",42049,White,2106-3,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Born in the U.S. (50 US States),1,137,11.92
"Erie County, PA",42049,White,2106-3,30-34 years,30-34,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Born in the U.S. (50 US States),1,17,12
"Erie County, PA",42049,White,2106-3,35-39 years,35-39,9th through 12th grade with no diploma,2,Born in the U.S. (50 US States),1,10,7.9
"Erie County, PA",42049,White,2106-3,35-39 years,35-39,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,45,9.47
"Erie County, PA",42049,White,2106-3,35-39 years,35-39,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,30,12.39
"Erie County, PA",42049,White,2106-3,35-39 years,35-39,"Associate degree (AA, AS)",5,Born in the U.S. (50 US States),1,27,10.74
"Erie County, PA",42049,White,2106-3,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,Born in the U.S. (50 US States),1,68,11.35
"Erie County, PA",42049,White,2106-3,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Born in the U.S. (50 US States),1,54,11.69
"Erie County, PA",42049,White,2106-3,35-39 years,35-39,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Born in the U.S. (50 US States),1,12,12.55
